#separator:tab
#html:true
#notetype:MCAT Application
#columns:Stem	Passage	Answer	Explanation	Concept	Grounding	Deck	Tags
#deck column:7
#tags column:8
A researcher crosses two true-breeding strains of Drosophila: one with gray body (G) and long wings (L), the other with black body (g) and vestigial wings (l). The F1 offspring are all gray-bodied with long wings. When F1 females are test-crossed with black-bodied, vestigial-winged males, the progeny are: 41% gray/long, 41% black/vestigial, 9% gray/vestigial, 9% black/long. Which of the following best explains these results?<br>A) The genes assort independently, and the 41:41:9:9 ratio reflects sampling error from independent assortment.<br>B) The two genes are linked on the same chromosome, and the parental-type classes are more frequent because crossovers between them are not 100% efficient.<br>C) The two genes are on different chromosomes, but epistasis suppresses recombinant phenotypes.<br>D) The genes are located on sex chromosomes, which reduces the frequency of recombinant classes in females.		B) The two genes are linked on the same chromosome, and the parental-type classes are more frequent because crossovers between them are not 100% efficient.	Linked genes do not assort independently; parental combinations (gray/long and black/vestigial, 82% total) exceed recombinant combinations (gray/vestigial and black/long, 18% total), placing the two loci approximately 18 cM apart. Independent assortment (option A) would predict approximately 25% for all four classes, not a 41:41:9:9 split. Epistasis (option C) would eliminate certain phenotypic classes entirely rather than merely reducing their frequency proportionally. X-linkage (option D) would produce sex-specific phenotypic ratios, which are not described here.	Meiosis and Other Factors Affecting Genetic Variability		MCAT::Practice	concept::BB::1C::meiosis_and_other_factors_affecting_genetic_variab MCAT::app-difficulty::1 MCAT::section::BB MCAT::1C::meiosis-and-other-factors-affecting-genetic-variab MCAT::practice synapse::demo-content
During meiosis in a diploid organism (2n = 6), a cell undergoes normal meiosis I but nondisjunction of one chromosome pair during meiosis II. How many chromosomes will be present in each of the four resulting cells, respectively?<br>A) 3, 3, 3, 3<br>B) 4, 2, 3, 3<br>C) 4, 4, 2, 2<br>D) 5, 1, 3, 3		B) 4, 2, 3, 3	With 2n = 6, meiosis I correctly separates homologs, producing two secondary cells each with n = 3 chromosomes. Nondisjunction during meiosis II affects only one of these two cells: its sister chromatids of one chromosome fail to separate, yielding one cell with 4 chromosomes and one with 2. The other secondary cell divides normally, producing two cells each with 3 chromosomes. Option A reflects error-free meiosis. Option C would result from nondisjunction at meiosis I, which would affect both secondary cells and produce two cells with 4 and two with 2. Option D (5, 1) is not achievable by nondisjunction of a single chromosome pair in a 2n = 6 organism.	Meiosis and Other Factors Affecting Genetic Variability		MCAT::Practice	concept::BB::1C::meiosis_and_other_factors_affecting_genetic_variab MCAT::app-difficulty::1 MCAT::section::BB MCAT::1C::meiosis-and-other-factors-affecting-genetic-variab MCAT::practice synapse::demo-content
A woman who is a carrier for hemophilia A (X-linked recessive; genotype X^H X^h) has children with an unaffected man (X^H Y). One of their sons has hemophilia A. That son later marries a woman who is not a carrier (X^H X^H). What is the probability that the son and his wife's first child will have hemophilia A?<br>A) 0%, because no child of theirs can express hemophilia A.<br>B) 25%, because hemophilia A is X-linked recessive and the son is heterozygous.<br>C) 50%, because the son passes his X^h chromosome to half his children.<br>D) 0% for sons but 50% for daughters, because daughters receive the son's X^h and will be hemophilic.		A) 0%, because no child of theirs can express hemophilia A.	The hemophilic son is X^h Y; he transmits X^h only to daughters and Y only to sons. Daughters will be X^h X^H — carriers but phenotypically unaffected, since X^H from the non-carrier mother is dominant. Sons will be X^H Y — inheriting the father's Y and the mother's normal X^H — so they are also unaffected. Therefore the probability of hemophilia A in any first child is 0%. Option B incorrectly treats the son as diploid at the hemophilia locus; males are hemizygous X^h Y. Option C correctly notes that daughters receive X^h but wrongly concludes this produces a 50% disease rate rather than carriers. Option D correctly identifies sons as unaffected but wrongly predicts daughters will be hemophilic rather than carriers.	Meiosis and Other Factors Affecting Genetic Variability		MCAT::Practice	concept::BB::1C::meiosis_and_other_factors_affecting_genetic_variab MCAT::app-difficulty::2 MCAT::section::BB MCAT::1C::meiosis-and-other-factors-affecting-genetic-variab MCAT::practice synapse::demo-content
A researcher exposes a bacterial culture to a chemical mutagen and sequences two genes. In Gene 1, the wild-type codon AGG (Arg) is changed to AGC (Ser). In Gene 2, a single guanine nucleotide is inserted after position 12 of the coding sequence. Which statement best compares the likely functional consequences of these two mutations?<br>A) Both mutations are likely to be silent, because the genetic code is redundant and cells have compensatory repair mechanisms.<br>B) The base substitution in Gene 1 will be more disruptive, because changing a single specific amino acid in a protein is rarely tolerated.<br>C) The frameshift in Gene 2 is likely to be more disruptive, because it alters every codon downstream of the insertion and frequently produces a premature stop codon.<br>D) The frameshift in Gene 2 is less disruptive than the base substitution, because only the C-terminal portion of the protein is affected.		C) The frameshift in Gene 2 is likely to be more disruptive, because it alters every codon downstream of the insertion and frequently produces a premature stop codon.	A single-nucleotide insertion shifts the reading frame for all subsequent codons, producing an entirely aberrant amino acid sequence from the insertion site onward and almost invariably a premature stop codon — effects that typically abolish protein function. By contrast, a missense mutation (AGG → AGC, Arg → Ser) changes only one residue; while this may be deleterious depending on the site, a single residue change is far less globally disruptive than a frameshift. Option A is wrong because AGG → AGC is a missense, not synonymous, substitution. Option B overstates the impact of a single missense relative to a frameshift. Option D understates the frameshift's impact — every codon after position 12 is scrambled, not merely those encoding the C-terminal portion.	Meiosis and Other Factors Affecting Genetic Variability		MCAT::Practice	concept::BB::1C::meiosis_and_other_factors_affecting_genetic_variab MCAT::app-difficulty::2 MCAT::section::BB MCAT::1C::meiosis-and-other-factors-affecting-genetic-variab MCAT::practice synapse::demo-content
A geneticist performs a three-point test cross in Drosophila. A trihybrid female with parental arrangement A B C / a b c is crossed to a homozygous recessive male. From exactly 1000 progeny, eight gamete classes are observed:<br>ABC: 360 abc: 360 Abc: 90 aBC: 90 ABc: 45 abC: 45 AbC: 5 aBc: 5<br>Using these data, which of the following correctly identifies the middle gene, the map distances for the two intervals, and the coefficient of coincidence (CoC)?<br>A) Middle gene = B; interval A–B = 19 cM, interval B–C = 10 cM; CoC ≈ 0.53<br>B) Middle gene = C; interval A–C = 19 cM, interval C–B = 10 cM; CoC ≈ 0.53<br>C) Middle gene = B; interval A–B = 10 cM, interval B–C = 19 cM; CoC ≈ 0.53<br>D) Middle gene = A; interval B–A = 14.5 cM, interval A–C = 14.5 cM; CoC ≈ 1.0		A) Middle gene = B; interval A–B = 19 cM, interval B–C = 10 cM; CoC ≈ 0.53	Step 1 — identify the middle gene. Compare the parental class (ABC) with the double-crossover (DCO) classes (AbC and aBc): the allele that switched is B (B became b in AbC; b became B in aBc), so B is in the middle and the gene order is A–B–C. Step 2 — map distances. Single crossovers in region I (A to B) produce Abc and aBC; DCOs also recombine region I. Region I recombination frequency = (Abc + aBC + AbC + aBc) / 1000 = (90 + 90 + 5 + 5) / 1000 = 190/1000 = 19 cM. Single crossovers in region II (B to C) produce ABc and abC; region II frequency = (ABc + abC + AbC + aBc) / 1000 = (45 + 45 + 5 + 5) / 1000 = 100/1000 = 10 cM. Step 3 — CoC. Expected DCO = 0.19 × 0.10 = 0.019 (1.9%); observed DCO = 10/1000 = 1.0%; CoC = 1.0% / 1.9% ≈ 0.53, indicating positive interference (DCOs occur less often than expected by chance). Option B incorrectly identifies C as the middle gene; option C swaps the two interval distances; option D misidentifies A as the middle gene and assumes no interference.	Meiosis and Other Factors Affecting Genetic Variability		MCAT::Practice	concept::BB::1C::meiosis_and_other_factors_affecting_genetic_variab MCAT::app-difficulty::3 MCAT::section::BB MCAT::1C::meiosis-and-other-factors-affecting-genetic-variab MCAT::practice synapse::demo-content
A biochemist couples the hydrolysis of ATP (ΔG°' = −30.5 kJ/mol) to the phosphorylation of glucose by hexokinase (ΔG°' = +16.7 kJ/mol). Which of the following best explains why this coupled reaction proceeds spontaneously under standard biochemical conditions?<br>A) The entropy change of ATP hydrolysis offsets the positive enthalpy of glucose phosphorylation.<br>B) The overall ΔG°' of the coupled reaction is negative (−13.8 kJ/mol), making it thermodynamically favorable.<br>C) ATP hydrolysis raises the equilibrium constant of the phosphorylation reaction by lowering the activation energy.<br>D) The reaction proceeds because glucose-6-phosphate is continuously removed by downstream glycolysis.		B) The overall ΔG°' of the coupled reaction is negative (−13.8 kJ/mol), making it thermodynamically favorable.	When reactions are coupled, their standard free energies are additive: −30.5 + 16.7 = −13.8 kJ/mol, giving an overall negative ΔG°' that predicts spontaneity under standard biochemical conditions. Choice A incorrectly invokes entropy/enthalpy terms rather than free energy summation. Choice C confuses thermodynamics with kinetics — coupling changes ΔG°', not the activation energy. Choice D describes a Le Châtelier shift that increases favorability under cellular conditions but does not explain why the reaction is spontaneous at standard conditions.	Principles of Bioenergetics		MCAT::Practice	concept::BB::1D::principles_of_bioenergetics MCAT::app-difficulty::1 MCAT::section::BB MCAT::1D::principles-of-bioenergetics MCAT::practice synapse::demo-content
For the reaction A ⇌ B, the equilibrium constant Keq = 1000 at 37 °C. A student calculates ΔG°' for this reaction. Which of the following conclusions is correct?<br>A) ΔG°' is positive, meaning the reaction is spontaneous in the forward direction under standard conditions.<br>B) ΔG°' ≈ −17.2 kJ/mol, meaning the reaction strongly favors product formation at equilibrium.<br>C) ΔG°' = 0, because a large Keq means the system is already at equilibrium.<br>D) ΔG°' cannot be determined without knowing the activation energy and enzyme concentration.		B) ΔG°' ≈ −17.2 kJ/mol, meaning the reaction strongly favors product formation at equilibrium.	The relationship ΔG°' = −RT ln Keq gives ΔG°' = −(8.314 J/mol·K)(310 K)(ln 1000) ≈ −(8.314)(310)(6.908) ≈ −17,800 J/mol ≈ −17.8 kJ/mol (approximately −17.2 kJ/mol depending on rounding), confirming a large negative value consistent with strong product favorability. Choice A inverts the relationship — a large Keq corresponds to a negative, not positive, ΔG°'. Choice C confuses the meaning of ΔG = 0 (at equilibrium) with ΔG°' (the standard state value); ΔG°' = 0 only when Keq = 1. Choice D is wrong because ΔG°' is a thermodynamic quantity independent of kinetics or enzyme presence.	Principles of Bioenergetics		MCAT::Practice	concept::BB::1D::principles_of_bioenergetics MCAT::app-difficulty::1 MCAT::section::BB MCAT::1D::principles-of-bioenergetics MCAT::practice synapse::demo-content
A metabolic pathway intermediate X is oxidized by NAD⁺ to form NADH. The standard reduction potential for the NAD⁺/NADH half-reaction is −0.32 V, and the reduction potential for the X_ox/X_red half-reaction is −0.19 V. Under standard conditions, which of the following is correct regarding the spontaneity of this oxidation?<br>A) The reaction is spontaneous because electrons flow from the lower to the higher reduction potential, releasing free energy.<br>B) The reaction is non-spontaneous because ΔE°' is negative (−0.13 V), meaning ΔG°' is positive.<br>C) The reaction is spontaneous because ΔE°' = +0.13 V, yielding a negative ΔG°'.<br>D) Spontaneity cannot be determined without knowing whether NAD⁺ or X is the oxidizing agent.		B) The reaction is non-spontaneous because ΔE°' is negative (−0.13 V), meaning ΔG°' is positive.	For a redox reaction, ΔE°' = E°'(acceptor, cathode) − E°'(donor, anode). X is oxidized (anode), so ΔE°' = E°'(NAD⁺/NADH) − E°'(X_ox/X_red) = −0.32 − (−0.19) = −0.13 V. Since ΔG°' = −nFΔE°', a negative ΔE°' gives a positive ΔG°', meaning the reaction is non-spontaneous as written. Choice A is wrong — electrons spontaneously flow from lower to higher reduction potential only when ΔE°' is positive (the acceptor must have a higher reduction potential than the donor). Choice C incorrectly calculates ΔE°' by reversing the subtraction order. Choice D is wrong because the problem specifies X is oxidized (and NAD⁺ is reduced), fully defining the cell.	Principles of Bioenergetics		MCAT::Practice	concept::BB::1D::principles_of_bioenergetics MCAT::app-difficulty::2 MCAT::section::BB MCAT::1D::principles-of-bioenergetics MCAT::practice synapse::demo-content
Researchers study a reaction in which inorganic phosphate (Pi) attacks a phosphoanhydride bond of ATP, releasing ADP and forming a phosphorylated intermediate. In a separate control, they hydrolyze ATP completely to ADP + Pi with ΔG°' = −30.5 kJ/mol. In cells, the actual free energy of ATP hydrolysis (ΔG, not ΔG°') is approximately −50 to −60 kJ/mol. Which of the following best accounts for this difference?<br>A) Enzymes that catalyze ATP hydrolysis lower the activation energy, thereby increasing the amount of free energy released.<br>B) The cellular concentrations of ATP, ADP, and Pi are far from the standard-state ratio of 1 M each, making ΔG more negative than ΔG°'.<br>C) Body temperature (37 °C vs. 25 °C) substantially increases the magnitude of the free energy released from ATP.<br>D) The phosphoanhydride bond energy increases inside the cell because of the high ionic strength of the cytoplasm.		B) The cellular concentrations of ATP, ADP, and Pi are far from the standard-state ratio of 1 M each, making ΔG more negative than ΔG°'.	ΔG = ΔG°' + RT ln Q; in the cell, [ATP] is maintained high relative to [ADP] and [Pi] (typical ratio drives Q &lt;&lt; 1), making ln Q very negative and ΔG substantially more negative than ΔG°'. Choice A is wrong because enzymes affect kinetics (activation energy), not thermodynamics (ΔG). Choice C is a distractor — a 12 °C temperature increase shifts ΔG by only a few kJ/mol via the RT term, far too small to explain a 20–30 kJ/mol difference. Choice D is incorrect; ionic strength affects activity coefficients modestly and does not alter bond energetics substantially.	Principles of Bioenergetics		MCAT::Practice	concept::BB::1D::principles_of_bioenergetics MCAT::app-difficulty::2 MCAT::section::BB MCAT::1D::principles-of-bioenergetics MCAT::practice synapse::demo-content
A researcher studies electron transfer in the mitochondrial electron transport chain. NADH donates electrons to Complex I; the relevant half-reactions have standard reduction potentials E°'(NAD⁺/NADH) = −0.32 V and E°'(CoQ/CoQH₂) = +0.045 V. In a second branch, FADH₂ (bound to Complex II) donates electrons to CoQ; E°'(FAD/FADH₂, enzyme-bound) = 0.00 V. A student claims: 'Because FADH₂ has a higher reduction potential than NADH, FADH₂ oxidation by CoQ releases more free energy than NADH oxidation by CoQ.'<br>Which of the following correctly evaluates this claim?<br>A) The claim is correct; a higher donor reduction potential always means more energy is released upon oxidation.<br>B) The claim is incorrect; NADH oxidation by CoQ releases more free energy because NADH has a lower (more negative) reduction potential, creating a larger ΔE°' and thus a more negative ΔG°'.<br>C) The claim is correct; FADH₂ produces 2.5 ATP per mole while NADH produces only 1.5 ATP, confirming FADH₂ releases more energy.<br>D) The claim is incorrect; both donors release identical free energy because the number of electrons transferred (n = 2) is the same in each case.		B) The claim is incorrect; NADH oxidation by CoQ releases more free energy because NADH has a lower (more negative) reduction potential, creating a larger ΔE°' and thus a more negative ΔG°'.	For NADH→CoQ: ΔE°' = E°'(CoQ) − E°'(NAD⁺/NADH) = +0.045 − (−0.32) = +0.365 V; ΔG°' = −nFΔE°' = −(2)(96,485)(0.365) ≈ −70.4 kJ/mol. For FADH₂→CoQ: ΔE°' = +0.045 − 0.00 = +0.045 V; ΔG°' ≈ −8.7 kJ/mol. The larger potential difference for NADH yields a far more negative ΔG°', meaning NADH oxidation releases much more free energy — consistent with NADH yielding ~2.5 ATP and FADH₂ yielding ~1.5 ATP per mole. Choice A inverts the logic: a lower (more negative) donor reduction potential gives a larger ΔE°' and more energy released, not a higher one. Choice C gets the ATP yields backwards (NADH → ~2.5 ATP, FADH₂ → ~1.5 ATP) and even if correct, ATP yield is a downstream consequence, not the thermodynamic explanation. Choice D is wrong because ΔG°' depends on both n and ΔE°'; identical n does not equalize ΔG°' when ΔE°' differs.	Principles of Bioenergetics		MCAT::Practice	concept::BB::1D::principles_of_bioenergetics MCAT::app-difficulty::3 MCAT::section::BB MCAT::1D::principles-of-bioenergetics MCAT::practice synapse::demo-content
A researcher adds a membrane-impermeant fluorescent dye to one leaflet of a lipid bilayer vesicle at 37°C and monitors its distribution over 30 minutes. The dye remains exclusively in the outer leaflet. Which property of phospholipid bilayers best explains this observation?<br>A) Phospholipid flip-flop across leaflets is thermodynamically unfavorable and extremely slow without enzymatic catalysis.<br>B) The hydrophobic core of the bilayer prevents lateral diffusion of phospholipids within each leaflet.<br>C) Integral membrane proteins block passage of lipids between leaflets by occupying the hydrophobic core.<br>D) The cholesterol content of the outer leaflet is higher, creating an asymmetric barrier to transbilayer movement.		A) Phospholipid flip-flop across leaflets is thermodynamically unfavorable and extremely slow without enzymatic catalysis.	Transverse diffusion (flip-flop) requires the polar phospholipid head group to pass through the hydrophobic interior of the bilayer, an energetically costly process with a half-time of hours to days in the absence of flippase/floppase enzymes. Lateral diffusion within a leaflet is actually very rapid (option B is wrong — it describes the opposite of what is observed). Integral proteins occupy transmembrane segments but do not physically prevent lipid flip-flop in this way (option C). Cholesterol does modulate fluidity but asymmetry in cholesterol content is not the primary explanation for the dye remaining in one leaflet (option D).	Plasma Membrane		MCAT::Practice	concept::BB::2A::plasma_membrane MCAT::app-difficulty::1 MCAT::section::BB MCAT::2A::plasma-membrane MCAT::practice synapse::demo-content
Erythrocytes placed in a 0.15 M NaCl solution maintain their normal biconcave shape. If these cells are transferred to a 0.05 M NaCl solution, which outcome is predicted and why?<br>A) The cells will crenate because the external solution is hypertonic relative to the cytoplasm.<br>B) The cells will lyse because water moves into the cells by osmosis down its concentration gradient.<br>C) The cells will shrink because NaCl actively pumps out of the cell to restore equilibrium.<br>D) The cells will remain unchanged because the plasma membrane is impermeable to water.		B) The cells will lyse because water moves into the cells by osmosis down its concentration gradient.	0.05 M NaCl is hypotonic relative to normal physiological osmolarity (~0.3 osmol/L); water therefore moves into the erythrocyte by osmosis (down its water-potential gradient), causing the cell to swell and ultimately lyse (hemolysis). Crenation (option A) occurs in hypertonic solutions where water leaves the cell. Active transport of NaCl out of the cell (option C) is not the primary response and would not occur rapidly enough to counteract osmotic swelling. The plasma membrane contains aquaporins and is freely permeable to water (option D is factually incorrect).	Plasma Membrane		MCAT::Practice	concept::BB::2A::plasma_membrane MCAT::app-difficulty::1 MCAT::section::BB MCAT::2A::plasma-membrane MCAT::practice synapse::demo-content
A novel drug is found to inhibit the Na⁺/K⁺-ATPase in cardiac muscle cells. A physiologist notes that after drug treatment, intracellular Ca²⁺ rises, increasing contractile force. Which sequence of events best explains this indirect effect on Ca²⁺?<br>A) Inhibition of Na⁺/K⁺-ATPase → intracellular Na⁺ rises → Na⁺/Ca²⁺ exchanger (NCX) reverses or reduces Ca²⁺ extrusion → intracellular Ca²⁺ rises.<br>B) Inhibition of Na⁺/K⁺-ATPase → intracellular K⁺ rises → membrane depolarization → voltage-gated Ca²⁺ channels close → Ca²⁺ accumulates.<br>C) Inhibition of Na⁺/K⁺-ATPase → intracellular Na⁺ falls → Na⁺/Ca²⁺ exchanger increases Ca²⁺ extrusion → Ca²⁺ stored in SR rises → contractility increases.<br>D) Inhibition of Na⁺/K⁺-ATPase → plasma membrane becomes hyperpolarized → L-type Ca²⁺ channels open constitutively.		A) Inhibition of Na⁺/K⁺-ATPase → intracellular Na⁺ rises → Na⁺/Ca²⁺ exchanger (NCX) reverses or reduces Ca²⁺ extrusion → intracellular Ca²⁺ rises.	The Na⁺/K⁺-ATPase normally maintains low intracellular Na⁺. When inhibited (as by cardiac glycosides like digoxin), intracellular Na⁺ accumulates. The NCX, which normally extrudes one Ca²⁺ in exchange for three Na⁺ entering, depends on the inward Na⁺ gradient as its driving force. A reduced Na⁺ gradient diminishes or reverses NCX, causing intracellular Ca²⁺ to rise, boosting contractility. Option B is wrong because inhibiting the pump raises intracellular Na⁺ (not K⁺) and the Ca²⁺ channels respond to depolarization by opening, not closing. Option C inverts the Na⁺ change. Option D is incorrect because pump inhibition leads to depolarization (not hyperpolarization) and L-type channels do not open constitutively.	Plasma Membrane		MCAT::Practice	concept::BB::2A::plasma_membrane MCAT::app-difficulty::2 MCAT::section::BB MCAT::2A::plasma-membrane MCAT::practice synapse::demo-content
In an experiment, epithelial cells lining the small intestine are treated with a reagent that cleaves the extracellular domains of claudin proteins. Researchers then measure transepithelial electrical resistance (TEER) and find it drops by 90%. Which best explains this result and its physiological consequence?<br>A) Claudins form desmosomes; their disruption uncouples mechanical adhesion, allowing cells to separate and reducing electrical resistance by creating large paracellular gaps.<br>B) Claudins are the primary structural components of tight junctions; their cleavage opens paracellular channels, allowing ions and small molecules to flow between cells, reducing TEER.<br>C) Claudins line gap junctions; their cleavage prevents ion movement through connexin pores, lowering intracellular electrical coupling and thus TEER.<br>D) Claudins anchor the cytoskeleton to the basal lamina; their cleavage depolarizes the basolateral membrane, reducing the transepithelial potential difference measured as TEER.		B) Claudins are the primary structural components of tight junctions; their cleavage opens paracellular channels, allowing ions and small molecules to flow between cells, reducing TEER.	Claudins are integral membrane proteins that form the backbone of tight junctions (zonula occludens), sealing the paracellular space and creating a high-resistance, low-permeability barrier measurable as high TEER. Cleaving their extracellular domains disrupts strand formation, opening the paracellular route to ion flow, which collapses TEER. Desmosomes (option A) provide mechanical adhesion but do not create electrical barriers; their disruption would not acutely drop TEER by 90%. Gap junctions (option C) are made of connexins, not claudins, and facilitate intracellular coupling rather than transepithelial resistance. Claudins are not cytoskeletal anchors to the basal lamina (option D).	Plasma Membrane		MCAT::Practice	concept::BB::2A::plasma_membrane MCAT::app-difficulty::2 MCAT::section::BB MCAT::2A::plasma-membrane MCAT::practice synapse::demo-content
A cell biologist studies a mutant cell line in which glycine transport is abolished. Glycine is normally imported by a Na⁺-coupled secondary active transporter (GlyT) that moves two Na⁺ and one Cl⁻ into the cell with each glycine. Intracellular glycine is 5 mM; extracellular glycine is 0.1 mM. Intracellular [Na⁺] = 15 mM; extracellular [Na⁺] = 145 mM. The membrane potential is −70 mV. Which statement BEST describes the thermodynamic driving force for GlyT under these conditions and what abolishing it implies?<br>A) GlyT operates against its overall electrochemical gradient; the cell must expend ATP directly to drive glycine uptake, so the mutant conserves ATP.<br>B) The inward Na⁺ and Cl⁻ electrochemical gradients provide sufficient free energy to drive glycine uptake against its concentration gradient; loss of GlyT means glycine must enter by simple diffusion instead.<br>C) The combined free energy of two Na⁺ ions moving inward down their electrochemical gradient (chemical + electrical) and one Cl⁻ moving inward drives glycine accumulation against its ~50-fold concentration gradient; the mutant cannot accumulate glycine above this ratio.<br>D) Because glycine concentration is higher inside than outside, GlyT would normally export glycine; the mutation therefore causes intracellular glycine to rise further.		C) The combined free energy of two Na⁺ ions moving inward down their electrochemical gradient (chemical + electrical) and one Cl⁻ moving inward drives glycine accumulation against its ~50-fold concentration gradient; the mutant cannot accumulate glycine above this ratio.	GlyT is a secondary active transporter: it harvests the electrochemical gradient of Na⁺ (maintained by the Na⁺/K⁺-ATPase) and Cl⁻ to concentrate glycine intracellularly. With a ~10-fold Na⁺ concentration gradient plus a −70 mV membrane potential favoring cation entry, two Na⁺ ions contribute substantial free energy (ΔG = RT ln([Na]out/[Na]in) + zFΔψ per ion, summed). This drives glycine accumulation to ~50-fold above extracellular levels (5 mM vs 0.1 mM). The transporter does not use ATP directly (option A is wrong; it is secondary, not primary, active transport). Simple diffusion cannot concentrate glycine (option B incorrectly suggests it as an alternative). Glycine is accumulated inside (5 mM &gt; 0.1 mM), so the transporter moves it inward, not outward (option D is wrong); without GlyT the cell cannot maintain this gradient.	Plasma Membrane		MCAT::Practice	concept::BB::2A::plasma_membrane MCAT::app-difficulty::3 MCAT::section::BB MCAT::2A::plasma-membrane MCAT::practice synapse::demo-content
